SubmissionID,FeedbackTypeID,UserID,SectionID,ClassWeek,HowWasClassThisWeek,InstructorEngagement,SubmittedDate,NewLearningAchieved,HoursSpentOutsideOfClass,PaceOfClassThisWeek,AcademicSupport,MasteredConceptsCovered,CreatedDate,CreatedBy,UpdatedDate,UpdatedBy,InstructionsClarity,InstructorKnowledge
5303,2,695,35,5,3,3,"Jun  6 2017 12:29:49:877AM",3,30,3,3,3,"Jun  6 2017 12:29:49:877AM",mt_user,"Jun  6 2017 12:29:49:877AM",mt_user,3,3
5304,2,1347,33,6,4,5,"Jun  6 2017 12:33:20:677AM",4,15,3,5,3,"Jun  6 2017 12:33:20:677AM",mt_user,"Jun  6 2017 12:33:20:677AM",mt_user,4,4
5305,2,1022,6,10,4,4,"Jun  6 2017 12:36:46:613AM",3,32,3,4,3,"Jun  6 2017 12:36:46:613AM",mt_user,"Jun  6 2017 12:36:46:613AM",mt_user,4,5
5306,2,2527,168,4,4,2,"Jun  6 2017 12:36:54:473AM",3,10,2,1,1,"Jun  6 2017 12:36:54:473AM",mt_user,"Jun  6 2017 12:36:54:473AM",mt_user,2,4
5307,2,2765,25,7,3,5,"Jun  6 2017 12:37:09:040AM",3,20,3,3,3,"Jun  6 2017 12:37:09:040AM",mt_user,"Jun  6 2017 12:37:09:040AM",mt_user,3,5
5308,2,676,33,6,3,5,"Jun  6 2017 12:39:14:650AM",1,3,3,3,5,"Jun  6 2017 12:39:14:650AM",mt_user,"Jun  6 2017 12:39:14:650AM",mt_user,5,5
5309,2,1011,6,10,5,5,"Jun  6 2017 12:56:09:543AM",5,25,5,5,5,"Jun  6 2017 12:56:09:543AM",mt_user,"Jun  6 2017 12:56:09:543AM",mt_user,5,5
5310,2,225,8,10,5,4,"Jun  6 2017 12:57:42:800AM",4,15,4,5,5,"Jun  6 2017 12:57:42:800AM",mt_user,"Jun  6 2017 12:57:42:800AM",mt_user,4,5
5311,2,1122,23,8,4,1,"Jun  6 2017 01:07:25:943AM",3,30,3,2,4,"Jun  6 2017 01:07:25:943AM",mt_user,"Jun  6 2017 01:07:25:943AM",mt_user,1,5
5312,2,207,8,10,3,3,"Jun  6 2017 01:11:14:130AM",2,20,3,3,3,"Jun  6 2017 01:11:14:130AM",mt_user,"Jun  6 2017 01:11:14:130AM",mt_user,3,3
5313,2,342,6,10,4,4,"Jun  6 2017 01:11:51:900AM",4,5,4,4,4,"Jun  6 2017 01:11:51:900AM",mt_user,"Jun  6 2017 01:11:51:900AM",mt_user,4,4
5314,2,212,8,10,5,5,"Jun  6 2017 01:11:51:920AM",5,15,5,5,5,"Jun  6 2017 01:11:51:920AM",mt_user,"Jun  6 2017 01:11:51:920AM",mt_user,5,5
5315,2,824,6,10,5,5,"Jun  6 2017 01:11:53:453AM",5,30,5,5,5,"Jun  6 2017 01:11:53:453AM",mt_user,"Jun  6 2017 01:11:53:453AM",mt_user,5,5
5316,2,412,15,8,4,4,"Jun  6 2017 01:13:13:433AM",4,10,4,4,4,"Jun  6 2017 01:13:13:433AM",mt_user,"Jun  6 2017 01:13:13:433AM",mt_user,4,4
5317,2,1019,6,10,5,5,"Jun  6 2017 01:13:49:180AM",5,15,5,5,4,"Jun  6 2017 01:13:49:180AM",mt_user,"Jun  6 2017 01:13:49:180AM",mt_user,5,5
5318,2,2828,15,8,4,5,"Jun  6 2017 01:13:57:253AM",5,5,5,5,5,"Jun  6 2017 01:13:57:253AM",mt_user,"Jun  6 2017 01:13:57:253AM",mt_user,4,5
5319,2,3920,15,8,1,4,"Jun  6 2017 01:15:37:040AM",1,1,1,5,4,"Jun  6 2017 01:15:37:040AM",mt_user,"Jun  6 2017 01:15:37:040AM",mt_user,4,4
5320,2,350,6,10,5,5,"Jun  6 2017 01:16:04:227AM",4,2,5,5,4,"Jun  6 2017 01:16:04:227AM",mt_user,"Jun  6 2017 01:16:04:227AM",mt_user,5,5
5321,2,420,15,8,5,5,"Jun  6 2017 01:18:27:853AM",5,40,5,5,5,"Jun  6 2017 01:18:27:853AM",mt_user,"Jun  6 2017 01:18:27:853AM",mt_user,5,5
5322,2,445,16,8,4,5,"Jun  6 2017 01:20:18:267AM",5,20,4,5,2,"Jun  6 2017 01:20:18:267AM",mt_user,"Jun  6 2017 01:20:18:267AM",mt_user,4,5
5323,2,417,15,8,5,5,"Jun  6 2017 01:22:18:820AM",5,20,4,5,5,"Jun  6 2017 01:22:18:820AM",mt_user,"Jun  6 2017 01:22:18:820AM",mt_user,5,5
5324,2,218,8,10,5,5,"Jun  6 2017 01:22:58:130AM",5,20,5,5,5,"Jun  6 2017 01:22:58:130AM",mt_user,"Jun  6 2017 01:22:58:130AM",mt_user,5,5
5325,2,206,8,10,4,4,"Jun  6 2017 01:23:01:330AM",4,20,4,4,4,"Jun  6 2017 01:23:01:330AM",mt_user,"Jun  6 2017 01:23:01:330AM",mt_user,4,4
5326,2,1020,6,10,5,5,"Jun  6 2017 01:24:18:297AM",5,25,4,5,5,"Jun  6 2017 01:24:18:297AM",mt_user,"Jun  6 2017 01:24:18:297AM",mt_user,5,5
5327,2,432,15,8,4,3,"Jun  6 2017 01:24:39:770AM",3,1,4,4,4,"Jun  6 2017 01:24:39:770AM",mt_user,"Jun  6 2017 01:24:39:770AM",mt_user,5,5
5328,2,423,15,8,4,4,"Jun  6 2017 01:25:11:603AM",3,10,4,4,4,"Jun  6 2017 01:25:11:603AM",mt_user,"Jun  6 2017 01:25:11:603AM",mt_user,4,4
5329,2,433,15,8,4,4,"Jun  6 2017 01:25:23:577AM",4,10,4,4,4,"Jun  6 2017 01:25:23:577AM",mt_user,"Jun  6 2017 01:25:23:577AM",mt_user,4,4
5330,2,1023,6,10,5,5,"Jun  6 2017 01:25:34:040AM",5,20,4,5,3,"Jun  6 2017 01:25:34:040AM",mt_user,"Jun  6 2017 01:25:34:040AM",mt_user,5,5
5331,2,453,16,8,4,3,"Jun  6 2017 01:26:31:500AM",4,18,4,3,3,"Jun  6 2017 01:26:31:500AM",mt_user,"Jun  6 2017 01:26:31:500AM",mt_user,3,5
5332,2,1016,6,10,5,5,"Jun  6 2017 01:28:10:387AM",5,25,5,5,4,"Jun  6 2017 01:28:10:387AM",mt_user,"Jun  6 2017 01:28:10:387AM",mt_user,5,5
5333,2,209,8,10,2,5,"Jun  6 2017 01:29:47:707AM",3,12,2,4,4,"Jun  6 2017 01:29:47:707AM",mt_user,"Jun  6 2017 01:29:47:707AM",mt_user,3,4
5334,2,1012,6,10,5,5,"Jun  6 2017 01:31:44:993AM",5,30,5,5,5,"Jun  6 2017 01:31:44:993AM",mt_user,"Jun  6 2017 01:31:44:993AM",mt_user,5,5
5335,2,220,8,10,5,5,"Jun  6 2017 01:32:37:280AM",5,40,5,5,5,"Jun  6 2017 01:32:37:280AM",mt_user,"Jun  6 2017 01:32:37:280AM",mt_user,5,5
5336,2,373,8,10,4,4,"Jun  6 2017 01:33:13:000AM",4,15,4,4,4,"Jun  6 2017 01:33:13:000AM",mt_user,"Jun  6 2017 01:33:13:000AM",mt_user,5,4
5337,2,414,15,8,4,4,"Jun  6 2017 01:33:13:660AM",4,10,5,5,3,"Jun  6 2017 01:33:13:660AM",mt_user,"Jun  6 2017 01:33:13:660AM",mt_user,5,5
5338,2,208,8,10,3,3,"Jun  6 2017 01:33:34:950AM",3,10,1,3,3,"Jun  6 2017 01:33:34:950AM",mt_user,"Jun  6 2017 01:33:34:950AM",mt_user,5,3
5339,2,223,8,10,4,5,"Jun  6 2017 01:33:46:723AM",4,30,2,5,4,"Jun  6 2017 01:33:46:723AM",mt_user,"Jun  6 2017 01:33:46:723AM",mt_user,5,5
5340,2,228,8,10,4,5,"Jun  6 2017 01:34:05:970AM",1,5,4,5,3,"Jun  6 2017 01:34:05:970AM",mt_user,"Jun  6 2017 01:34:05:970AM",mt_user,5,5
5341,2,221,8,10,5,5,"Jun  6 2017 01:35:00:707AM",5,10,5,5,3,"Jun  6 2017 01:35:00:707AM",mt_user,"Jun  6 2017 01:35:00:707AM",mt_user,5,4
5342,2,214,8,10,5,5,"Jun  6 2017 01:35:52:607AM",5,25,5,5,5,"Jun  6 2017 01:35:52:607AM",mt_user,"Jun  6 2017 01:35:52:607AM",mt_user,5,5
5343,2,4207,33,6,4,4,"Jun  6 2017 01:35:53:643AM",4,9,4,4,4,"Jun  6 2017 01:35:53:643AM",mt_user,"Jun  6 2017 01:35:53:643AM",mt_user,4,4
5344,2,219,8,10,5,5,"Jun  6 2017 01:35:57:447AM",5,25,5,5,5,"Jun  6 2017 01:35:57:447AM",mt_user,"Jun  6 2017 01:35:57:447AM",mt_user,5,5
5345,2,343,6,10,5,5,"Jun  6 2017 01:35:59:850AM",5,1,5,5,5,"Jun  6 2017 01:35:59:850AM",mt_user,"Jun  6 2017 01:35:59:850AM",mt_user,5,5
5346,2,210,8,10,5,5,"Jun  6 2017 01:36:13:880AM",5,15,5,5,5,"Jun  6 2017 01:36:13:880AM",mt_user,"Jun  6 2017 01:36:13:880AM",mt_user,5,5
5347,2,217,8,10,5,5,"Jun  6 2017 01:36:33:497AM",5,40,5,5,5,"Jun  6 2017 01:36:33:497AM",mt_user,"Jun  6 2017 01:36:33:497AM",mt_user,5,5
5348,2,200,6,10,5,5,"Jun  6 2017 01:38:16:190AM",4,15,5,5,4,"Jun  6 2017 01:38:16:190AM",mt_user,"Jun  6 2017 01:38:16:190AM",mt_user,5,5
5349,2,215,8,10,1,5,"Jun  6 2017 01:38:48:733AM",1,5,1,5,4,"Jun  6 2017 01:38:48:733AM",mt_user,"Jun  6 2017 01:38:48:733AM",mt_user,5,5
5350,2,1024,6,10,5,5,"Jun  6 2017 01:39:47:683AM",5,11,5,5,5,"Jun  6 2017 01:39:47:683AM",mt_user,"Jun  6 2017 01:39:47:683AM",mt_user,5,5
5351,2,345,6,10,5,5,"Jun  6 2017 01:42:23:950AM",4,30,5,5,5,"Jun  6 2017 01:42:23:950AM",mt_user,"Jun  6 2017 01:42:23:950AM",mt_user,5,4
5352,2,1008,6,10,5,5,"Jun  6 2017 01:45:51:110AM",5,20,5,4,4,"Jun  6 2017 01:45:51:110AM",mt_user,"Jun  6 2017 01:45:51:110AM",mt_user,5,5
5353,2,224,8,10,4,4,"Jun  6 2017 01:45:55:990AM",2,10,4,4,4,"Jun  6 2017 01:45:55:990AM",mt_user,"Jun  6 2017 01:45:55:990AM",mt_user,4,5
5354,2,344,6,10,5,5,"Jun  6 2017 01:46:13:263AM",5,20,4,5,5,"Jun  6 2017 01:46:13:263AM",mt_user,"Jun  6 2017 01:46:13:263AM",mt_user,5,5
5355,2,2578,25,7,5,5,"Jun  6 2017 02:00:06:907AM",5,30,5,5,4,"Jun  6 2017 02:00:06:907AM",mt_user,"Jun  6 2017 02:00:06:907AM",mt_user,5,5
5356,2,579,23,8,4,4,"Jun  6 2017 02:13:59:727AM",5,12,4,5,3,"Jun  6 2017 02:13:59:727AM",mt_user,"Jun  6 2017 02:13:59:727AM",mt_user,4,4
5357,2,2512,25,7,4,4,"Jun  6 2017 02:35:32:917AM",5,10,3,5,2,"Jun  6 2017 02:35:32:917AM",mt_user,"Jun  6 2017 02:35:32:917AM",mt_user,3,5
5358,2,2565,25,7,2,4,"Jun  6 2017 02:46:20:787AM",3,5,4,2,2,"Jun  6 2017 02:46:20:787AM",mt_user,"Jun  6 2017 02:46:20:787AM",mt_user,3,3
5359,2,2638,25,7,5,5,"Jun  6 2017 03:00:07:657AM",5,10,5,5,5,"Jun  6 2017 03:00:07:657AM",mt_user,"Jun  6 2017 03:00:07:657AM",mt_user,5,5
5360,2,2567,25,7,2,3,"Jun  6 2017 03:05:32:577AM",2,15,1,3,1,"Jun  6 2017 03:05:32:577AM",mt_user,"Jun  6 2017 03:05:32:577AM",mt_user,3,3
5361,2,2758,25,7,1,1,"Jun  6 2017 03:06:18:390AM",1,15,1,1,1,"Jun  6 2017 03:06:18:390AM",mt_user,"Jun  6 2017 03:06:18:390AM",mt_user,1,4
5362,2,2554,25,7,5,5,"Jun  6 2017 03:16:15:017AM",5,20,5,5,5,"Jun  6 2017 03:16:15:017AM",mt_user,"Jun  6 2017 03:16:15:017AM",mt_user,5,5
5363,2,701,35,5,3,4,"Jun  6 2017 03:22:13:927AM",4,22,3,3,1,"Jun  6 2017 03:22:13:927AM",mt_user,"Jun  6 2017 03:22:13:927AM",mt_user,4,5
5364,2,585,23,8,3,5,"Jun  6 2017 03:30:13:430AM",2,12,5,3,1,"Jun  6 2017 03:30:13:430AM",mt_user,"Jun  6 2017 03:30:13:430AM",mt_user,5,5
5365,2,2769,25,7,5,5,"Jun  6 2017 03:31:36:423AM",3,13,5,5,3,"Jun  6 2017 03:31:36:423AM",mt_user,"Jun  6 2017 03:31:36:423AM",mt_user,4,5
5366,2,81,3,12,2,2,"Jun  6 2017 03:38:55:813AM",3,1,1,5,1,"Jun  6 2017 03:38:55:813AM",mt_user,"Jun  6 2017 03:38:55:813AM",mt_user,3,4
5367,2,2552,25,7,2,2,"Jun  6 2017 03:42:09:920AM",3,25,3,4,2,"Jun  6 2017 03:42:09:920AM",mt_user,"Jun  6 2017 03:42:09:920AM",mt_user,2,5
5368,2,1035,23,8,5,5,"Jun  6 2017 03:42:23:660AM",5,20,5,5,5,"Jun  6 2017 03:42:23:660AM",mt_user,"Jun  6 2017 03:42:23:660AM",mt_user,5,5
5369,2,980,20,8,4,5,"Jun  6 2017 03:44:55:677AM",5,10,4,5,4,"Jun  6 2017 03:44:55:677AM",mt_user,"Jun  6 2017 03:44:55:677AM",mt_user,5,5
5370,2,1351,33,6,5,5,"Jun  6 2017 03:47:02:020AM",4,20,5,5,4,"Jun  6 2017 03:47:02:020AM",mt_user,"Jun  6 2017 03:47:02:020AM",mt_user,5,5
5371,2,2850,30,7,5,5,"Jun  6 2017 03:52:31:230AM",5,20,5,5,3,"Jun  6 2017 03:52:31:230AM",mt_user,"Jun  6 2017 03:52:31:230AM",mt_user,5,5
5372,2,2643,25,7,1,3,"Jun  6 2017 03:58:04:170AM",5,10,1,3,1,"Jun  6 2017 03:58:04:170AM",mt_user,"Jun  6 2017 03:58:04:170AM",mt_user,2,4
5373,2,1324,28,7,4,3,"Jun  6 2017 04:33:10:320AM",2,15,5,4,4,"Jun  6 2017 04:33:10:320AM",mt_user,"Jun  6 2017 04:33:10:320AM",mt_user,4,4
5374,2,77,3,12,5,5,"Jun  6 2017 05:27:46:123AM",5,20,5,5,5,"Jun  6 2017 05:27:46:123AM",mt_user,"Jun  6 2017 05:27:46:123AM",mt_user,5,5
5375,2,698,35,5,5,5,"Jun  6 2017 05:49:54:240AM",4,18,5,3,3,"Jun  6 2017 05:49:54:240AM",mt_user,"Jun  6 2017 05:49:54:240AM",mt_user,5,5
5376,2,541,21,8,3,3,"Jun  6 2017 06:05:47:243AM",3,10,3,4,3,"Jun  6 2017 06:05:47:243AM",mt_user,"Jun  6 2017 06:05:47:243AM",mt_user,3,4
5377,2,2892,165,2,1,5,"Jun  6 2017 07:48:38:900AM",1,10,5,5,1,"Jun  6 2017 07:48:38:900AM",mt_user,"Jun  6 2017 07:48:38:900AM",mt_user,5,5
5378,2,3919,19,8,4,4,"Jun  6 2017 07:53:59:903AM",4,15,3,4,3,"Jun  6 2017 07:53:59:903AM",mt_user,"Jun  6 2017 07:53:59:903AM",mt_user,4,4
5379,2,523,21,8,4,5,"Jun  6 2017 09:01:29:207AM",5,30,3,5,3,"Jun  6 2017 09:01:29:207AM",mt_user,"Jun  6 2017 09:01:29:207AM",mt_user,5,5
5380,2,625,29,7,3,3,"Jun  6 2017 11:10:11:330AM",3,8,3,3,3,"Jun  6 2017 11:10:11:330AM",mt_user,"Jun  6 2017 11:10:11:330AM",mt_user,3,3
5381,2,654,30,7,4,4,"Jun  6 2017 11:38:24:930AM",5,25,5,5,3,"Jun  6 2017 11:38:24:930AM",mt_user,"Jun  6 2017 11:38:24:930AM",mt_user,4,5
5382,2,4172,165,2,4,4,"Jun  6 2017 12:52:20:930PM",4,25,3,5,3,"Jun  6 2017 12:52:20:930PM",mt_user,"Jun  6 2017 12:52:20:930PM",mt_user,4,5
5383,2,1401,29,7,4,5,"Jun  6 2017 01:02:30:880PM",3,30,5,5,2,"Jun  6 2017 01:02:30:880PM",mt_user,"Jun  6 2017 01:02:30:880PM",mt_user,5,5
5384,2,4023,26,5,4,5,"Jun  6 2017 01:04:06:370PM",4,12,4,5,2,"Jun  6 2017 01:04:06:370PM",mt_user,"Jun  6 2017 01:04:06:370PM",mt_user,5,5
5385,2,2873,23,8,4,3,"Jun  6 2017 01:33:09:080PM",4,25,4,4,2,"Jun  6 2017 01:33:09:080PM",mt_user,"Jun  6 2017 01:33:09:080PM",mt_user,4,4
5386,2,92,4,12,5,5,"Jun  6 2017 02:21:28:187PM",5,5,5,5,5,"Jun  6 2017 02:21:28:187PM",mt_user,"Jun  6 2017 02:21:28:187PM",mt_user,5,5
5387,2,651,30,7,5,5,"Jun  6 2017 02:42:08:340PM",4,35,3,5,3,"Jun  6 2017 02:42:08:340PM",mt_user,"Jun  6 2017 02:42:08:340PM",mt_user,5,5
5388,2,1407,29,7,4,4,"Jun  6 2017 02:57:56:243PM",5,15,3,5,3,"Jun  6 2017 02:57:56:243PM",mt_user,"Jun  6 2017 02:57:56:243PM",mt_user,4,4
5389,2,69,3,12,4,4,"Jun  6 2017 03:03:14:330PM",4,15,4,4,4,"Jun  6 2017 03:03:14:330PM",mt_user,"Jun  6 2017 03:03:14:330PM",mt_user,4,4
5390,2,671,33,6,4,4,"Jun  6 2017 03:04:25:990PM",4,30,5,5,3,"Jun  6 2017 03:04:25:990PM",mt_user,"Jun  6 2017 03:04:25:990PM",mt_user,4,5
5391,2,1007,35,5,2,5,"Jun  6 2017 03:15:02:440PM",2,30,4,3,2,"Jun  6 2017 03:15:02:440PM",mt_user,"Jun  6 2017 03:15:02:440PM",mt_user,4,5
5392,2,4358,26,5,4,3,"Jun  6 2017 03:23:09:440PM",2,19,5,5,1,"Jun  6 2017 03:23:09:440PM",mt_user,"Jun  6 2017 03:23:09:440PM",mt_user,3,5
5393,2,4418,165,2,5,5,"Jun  6 2017 03:24:04:277PM",5,16,5,5,3,"Jun  6 2017 03:24:04:277PM",mt_user,"Jun  6 2017 03:24:04:277PM",mt_user,4,5
5394,2,2574,165,2,4,3,"Jun  6 2017 03:50:00:277PM",5,35,4,5,3,"Jun  6 2017 03:50:00:277PM",mt_user,"Jun  6 2017 03:50:00:277PM",mt_user,3,4
5395,2,299,11,10,5,5,"Jun  6 2017 04:08:56:430PM",5,10,5,5,5,"Jun  6 2017 04:08:56:430PM",mt_user,"Jun  6 2017 04:08:56:430PM",mt_user,5,5
5396,2,2703,26,5,5,5,"Jun  6 2017 04:12:50:660PM",5,25,5,5,5,"Jun  6 2017 04:12:50:660PM",mt_user,"Jun  6 2017 04:12:50:660PM",mt_user,5,5
5397,2,635,29,7,1,5,"Jun  6 2017 04:51:15:973PM",2,10,1,4,1,"Jun  6 2017 04:51:15:973PM",mt_user,"Jun  6 2017 04:51:15:973PM",mt_user,5,5
5398,2,1003,30,7,3,5,"Jun  6 2017 05:00:50:887PM",3,20,3,3,2,"Jun  6 2017 05:00:50:887PM",mt_user,"Jun  6 2017 05:00:50:887PM",mt_user,3,5
5399,2,314,11,10,2,2,"Jun  6 2017 05:16:27:597PM",2,15,2,3,4,"Jun  6 2017 05:16:27:597PM",mt_user,"Jun  6 2017 05:16:27:597PM",mt_user,2,4
5400,2,173,12,10,4,4,"Jun  6 2017 05:26:56:457PM",3,5,4,4,3,"Jun  6 2017 05:26:56:457PM",mt_user,"Jun  6 2017 05:26:56:457PM",mt_user,4,4
5401,2,68,3,12,4,5,"Jun  6 2017 05:29:39:630PM",4,7,4,4,2,"Jun  6 2017 05:29:39:630PM",mt_user,"Jun  6 2017 05:29:39:630PM",mt_user,5,5
5402,2,286,11,10,3,4,"Jun  6 2017 05:29:59:863PM",2,15,2,3,2,"Jun  6 2017 05:29:59:863PM",mt_user,"Jun  6 2017 05:29:59:863PM",mt_user,4,5
5403,2,74,3,12,5,5,"Jun  6 2017 05:50:58:480PM",5,25,5,5,4,"Jun  6 2017 05:50:58:480PM",mt_user,"Jun  6 2017 05:50:58:480PM",mt_user,5,5
5404,2,1409,29,7,1,1,"Jun  6 2017 06:07:07:740PM",1,15,1,3,1,"Jun  6 2017 06:07:07:740PM",mt_user,"Jun  6 2017 06:07:07:740PM",mt_user,1,2
5405,2,2591,168,4,5,5,"Jun  6 2017 06:08:48:067PM",5,10,4,5,4,"Jun  6 2017 06:08:48:067PM",mt_user,"Jun  6 2017 06:08:48:067PM",mt_user,5,5
5406,2,492,19,8,2,4,"Jun  6 2017 06:21:54:200PM",2,20,2,2,2,"Jun  6 2017 06:21:54:200PM",mt_user,"Jun  6 2017 06:21:54:200PM",mt_user,4,4
5407,2,1032,20,8,2,3,"Jun  6 2017 06:23:43:263PM",3,4,3,3,3,"Jun  6 2017 06:23:43:263PM",mt_user,"Jun  6 2017 06:23:43:263PM",mt_user,3,2
5408,2,4189,35,5,1,3,"Jun  6 2017 07:01:12:290PM",1,30,1,1,1,"Jun  6 2017 07:01:12:290PM",mt_user,"Jun  6 2017 07:01:12:290PM",mt_user,3,5
5409,2,489,19,8,3,3,"Jun  6 2017 07:34:53:100PM",3,6,3,3,3,"Jun  6 2017 07:34:53:100PM",mt_user,"Jun  6 2017 07:34:53:100PM",mt_user,3,3
5410,2,4181,33,6,4,4,"Jun  6 2017 07:38:57:153PM",3,15,5,4,4,"Jun  6 2017 07:38:57:153PM",mt_user,"Jun  6 2017 07:38:57:153PM",mt_user,4,3
5411,2,503,20,8,4,4,"Jun  6 2017 07:46:12:473PM",1,20,2,3,1,"Jun  6 2017 07:46:12:473PM",mt_user,"Jun  6 2017 07:46:12:473PM",mt_user,3,3
5412,2,517,21,8,5,5,"Jun  6 2017 08:09:28:920PM",5,30,5,5,5,"Jun  6 2017 08:09:28:920PM",mt_user,"Jun  6 2017 08:09:28:920PM",mt_user,5,5
5413,2,687,35,5,4,4,"Jun  6 2017 08:11:12:480PM",4,10,5,4,4,"Jun  6 2017 08:11:12:480PM",mt_user,"Jun  6 2017 08:11:12:480PM",mt_user,3,5
5414,2,1390,23,8,4,4,"Jun  6 2017 08:31:32:770PM",5,35,5,5,2,"Jun  6 2017 08:31:32:770PM",mt_user,"Jun  6 2017 08:31:32:770PM",mt_user,5,5
5415,2,539,21,8,3,4,"Jun  6 2017 08:49:02:607PM",5,20,5,4,2,"Jun  6 2017 08:49:02:607PM",mt_user,"Jun  6 2017 08:49:02:607PM",mt_user,4,4
5416,2,2840,168,4,5,5,"Jun  6 2017 08:56:29:083PM",5,10,5,5,5,"Jun  6 2017 08:56:29:083PM",mt_user,"Jun  6 2017 08:56:29:083PM",mt_user,5,5
5417,2,537,21,8,2,5,"Jun  6 2017 09:02:55:147PM",3,15,3,2,2,"Jun  6 2017 09:02:55:147PM",mt_user,"Jun  6 2017 09:02:55:147PM",mt_user,5,5
5418,2,1385,21,8,5,5,"Jun  6 2017 09:08:08:620PM",5,12,5,4,5,"Jun  6 2017 09:08:08:620PM",mt_user,"Jun  6 2017 09:08:08:620PM",mt_user,5,5
5419,2,1349,33,6,4,4,"Jun  6 2017 09:09:39:060PM",4,18,4,5,3,"Jun  6 2017 09:09:39:060PM",mt_user,"Jun  6 2017 09:09:39:060PM",mt_user,4,5
5420,2,993,33,6,3,3,"Jun  6 2017 09:28:02:690PM",3,12,3,2,3,"Jun  6 2017 09:28:02:690PM",mt_user,"Jun  6 2017 09:28:02:690PM",mt_user,3,3
5421,2,2648,168,4,5,5,"Jun  6 2017 09:32:09:943PM",5,9,5,5,5,"Jun  6 2017 09:32:09:943PM",mt_user,"Jun  6 2017 09:32:09:943PM",mt_user,5,5
5422,2,1406,29,7,5,4,"Jun  6 2017 09:33:01:733PM",4,20,5,5,3,"Jun  6 2017 09:33:01:733PM",mt_user,"Jun  6 2017 09:33:01:733PM",mt_user,4,5
5423,2,84,3,12,3,2,"Jun  6 2017 09:33:20:280PM",5,1,5,5,3,"Jun  6 2017 09:33:20:280PM",mt_user,"Jun  6 2017 09:33:20:280PM",mt_user,3,5
5424,2,86,3,12,2,2,"Jun  6 2017 09:36:19:350PM",2,5,2,2,2,"Jun  6 2017 09:36:19:350PM",mt_user,"Jun  6 2017 09:36:19:350PM",mt_user,2,2
5425,2,289,11,10,2,3,"Jun  6 2017 09:36:20:917PM",4,27,3,4,4,"Jun  6 2017 09:36:20:917PM",mt_user,"Jun  6 2017 09:36:20:917PM",mt_user,4,4
5426,2,986,20,8,5,5,"Jun  6 2017 09:37:41:650PM",5,25,5,5,5,"Jun  6 2017 09:37:41:650PM",mt_user,"Jun  6 2017 09:37:41:650PM",mt_user,5,5
5427,2,176,12,10,5,5,"Jun  6 2017 09:43:33:497PM",5,8,5,5,5,"Jun  6 2017 09:43:33:497PM",mt_user,"Jun  6 2017 09:43:33:497PM",mt_user,5,5
5428,2,829,7,10,5,5,"Jun  6 2017 09:48:15:303PM",5,10,5,5,5,"Jun  6 2017 09:48:15:303PM",mt_user,"Jun  6 2017 09:48:15:303PM",mt_user,5,5
5429,2,4535,168,4,3,3,"Jun  6 2017 09:53:30:783PM",3,8,3,3,3,"Jun  6 2017 09:53:30:783PM",mt_user,"Jun  6 2017 09:53:30:783PM",mt_user,3,3
5430,2,685,35,5,5,5,"Jun  6 2017 09:53:41:830PM",5,35,5,5,5,"Jun  6 2017 09:53:41:830PM",mt_user,"Jun  6 2017 09:53:41:830PM",mt_user,5,5
5431,2,70,3,12,5,5,"Jun  6 2017 09:53:56:480PM",5,30,5,5,5,"Jun  6 2017 09:53:56:480PM",mt_user,"Jun  6 2017 09:53:56:480PM",mt_user,5,5
5432,2,575,23,8,5,5,"Jun  6 2017 09:54:10:707PM",5,30,5,5,5,"Jun  6 2017 09:54:10:707PM",mt_user,"Jun  6 2017 09:54:10:707PM",mt_user,5,5
5433,2,87,3,12,5,5,"Jun  6 2017 09:54:17:027PM",4,15,5,5,3,"Jun  6 2017 09:54:17:027PM",mt_user,"Jun  6 2017 09:54:17:027PM",mt_user,5,5
5434,2,73,3,12,1,3,"Jun  6 2017 09:55:39:793PM",1,1,4,3,1,"Jun  6 2017 09:55:39:793PM",mt_user,"Jun  6 2017 09:55:39:793PM",mt_user,4,4
5435,2,190,12,10,3,3,"Jun  6 2017 10:01:38:077PM",2,2,4,1,3,"Jun  6 2017 10:01:38:077PM",mt_user,"Jun  6 2017 10:01:38:077PM",mt_user,2,5
5436,2,175,12,10,5,5,"Jun  6 2017 10:04:07:593PM",5,30,5,5,5,"Jun  6 2017 10:04:07:593PM",mt_user,"Jun  6 2017 10:04:07:593PM",mt_user,5,5
5437,2,181,12,10,5,5,"Jun  6 2017 10:04:13:907PM",5,1,5,5,5,"Jun  6 2017 10:04:13:907PM",mt_user,"Jun  6 2017 10:04:13:907PM",mt_user,5,5
5438,2,185,12,10,3,2,"Jun  6 2017 10:05:41:483PM",3,10,3,3,3,"Jun  6 2017 10:05:41:483PM",mt_user,"Jun  6 2017 10:05:41:483PM",mt_user,3,3
5439,2,1372,30,7,5,4,"Jun  6 2017 10:06:11:387PM",4,12,4,4,3,"Jun  6 2017 10:06:11:387PM",mt_user,"Jun  6 2017 10:06:11:387PM",mt_user,3,4
5440,2,63,3,12,4,4,"Jun  6 2017 10:07:17:220PM",4,5,4,4,4,"Jun  6 2017 10:07:17:220PM",mt_user,"Jun  6 2017 10:07:17:220PM",mt_user,4,4
5441,2,2581,168,4,5,4,"Jun  6 2017 10:09:30:710PM",5,20,5,5,4,"Jun  6 2017 10:09:30:710PM",mt_user,"Jun  6 2017 10:09:30:710PM",mt_user,5,5
